"id"	"date_published"	"region"	"quality"	"views"	"likes"	"shares"	"tags"	"recommendations"	"report"	"duration"	"day_views"	"night_views"	"size"
"0i4og3131045g3"	"11/13/2020"	"North America"	"1080p"	276499	2772	1073	12	1737	"N"	3591	168057	108442	2984
"5d0tx9413978j2"	"8/10/2020"	"North America"	"240p"	391236	1281	557	32	1010	"N"	287	247361	143875	48
"6w5as9332767u2"	"7/22/2020"	"North America"	"1080p"	345392	2879	1144	19	1747	"N"	1861	223981	121411	1547
"1j0kt8261550p3"	"2/14/2020"	"Eastern Asia"	"720p"	193759	2659	1406	44	1579	"N"	1266	102196	91563	660
"0q8ex3801553z3"	"8/25/2020"	"Eastern Asia"	"1080p"	375863	2199	1180	61	1916	"N"	269	232290	143573	227
"5l6zd1280551r0"	"5/28/2020"	"Middle East"	"1080p"	355870	2101	1278	19	1874	"N"	630	244817	111053	513
"2p9kt1680209m2"	"6/21/2020"	"Central America"	"1080p"	354244	2888	1239	21	1811	"N"	239	211618	142626	204
"1b0sd5642019w6"	"1/28/2020"	"Eastern Europe"	"1080p"	381727	2319	1265	61	1908	"N"	450	257312	124415	363
"0q1wv8560966l5"	"4/1/2020"	"Eastern Asia"	"1080p"	338354	2619	1016	37	1658	"N"	1722	239165	99189	1437
"1z1bo9600732f8"	"11/13/2020"	"South Europe"	"1080p"	384425	2289	1242	26	1616	"N"	3646	243905	140520	3043
"3j9ru8936769g0"	"11/15/2020"	"North America"	"1080p"	205708	2643	1170	2	1686	"N"	2664	133925	71783	2216
"0w7rb1385127n6"	"7/20/2020"	"North America"	"1080p"	368882	2346	1339	13	1874	"N"	1422	213014	155868	1178
"2t9hv1468862z1"	"2/16/2020"	"Scandinavia"	"1080p"	362390	2219	1273	44	1714	"N"	900	237462	124928	736
"8i5nz3148687y6"	"3/21/2020"	"Eastern Asia"	"480p"	333601	950	474	97	1532	"Y"	337	232603	100998	95
"8c0ff0108010c4"	"4/3/2020"	"North Africa"	"1080p"	308823	2915	1014	85	2014	"N"	2686	192128	116695	2223
"3q4fn6809263d7"	"5/1/2020"	"North Africa"	"720p"	268002	2019	1130	40	1590	"N"	394	145262	122740	216
"4t3oq6635500k6"	"10/4/2020"	"Eastern Asia"	"1080p"	344010	2678	1131	6	1489	"N"	832	240442	103568	704
"9f3eu0208242z4"	"6/16/2020"	"South Europe"	"720p"	272744	2443	1147	7	1337	"N"	918	193318	79426	482
"6z7dt8332075h1"	"11/16/2020"	"Western Europe"	"1080p"	321253	2429	1183	16	1694	"N"	819	191305	129948	665
"8e0nm0501657d0"	"8/14/2020"	"North America"	"1080p"	349799	2372	1165	39	1418	"N"	749	213523	136276	617
"9p4zd1239593d9"	"5/26/2020"	"Eastern Asia"	"720p"	303974	2222	1086	160	1852	"N"	1039	191879	112095	553
"1a0lb8551370h6"	"8/18/2020"	"Eastern Asia"	"1080p"	217601	3505	1289	4	1929	"N"	1039	132915	84686	871
"0g6zs8044233m0"	"11/21/2020"	"Eastern Europe"	"720p"	289438	2426	1180	26	1528	"N"	371	155201	134237	190
"7q0dv5652158f0"	"9/20/2020"	"North America"	"1080p"	240954	2311	1449	14	2138	"N"	2465	167064	73890	2060
"4m7wx2935777f8"	"1/11/2020"	"Scandinavia"	"720p"	409343	3148	1210	3	1615	"N"	230	237966	171377	110
"5r7ek3359364e4"	"9/25/2020"	"Middle East"	"360p"	290163	1299	523	11	1259	"N"	1262	222709	67454	161
"3s0yv3041505a3"	"8/4/2020"	"Eastern Asia"	"480p"	334117	1541	834	55	1431	"N"	145	213251	120866	48
"7p6io4033098q9"	"4/21/2020"	"Middle East"	"1080p"	308235	2141	1131	11	1841	"N"	1618	236726	71509	1334
"1t8nk3484659x2"	"2/12/2020"	"Caribbean"	"1080p"	394062	2951	1058	42	2026	"N"	879	312594	81468	710
"5u6av9075236e2"	"3/31/2020"	"Middle East"	"720p"	337679	3156	1127	9	1405	"N"	910	187987	149692	474
"5y8ze7509620c0"	"2/18/2020"	"Eastern Asia"	"720p"	361813	2495	1315	102	1494	"N"	139	216917	144896	78
"4c8pw2446159u9"	"8/13/2020"	"South Europe"	"1080p"	364494	2474	1286	8	1670	"N"	1457	223693	140801	1221
"7s8tw7093973s4"	"4/21/2020"	"Western Europe"	"720p"	288396	2441	1383	101	1571	"N"	3274	155884	132512	1749
"2a6rj3249150a7"	"8/7/2020"	"Eastern Asia"	"1080p"	316750	2500	1241	25	1840	"N"	1573	172496	144254	1303
"2q0qd9017040i4"	"5/23/2020"	"Eastern Europe"	"720p"	321103	893	492	25	1470	"Y"	554	193818	127285	306
"4p1lh1645043p7"	"1/18/2020"	"Eastern Asia"	"1080p"	284537	2366	1319	9	1619	"N"	281	162678	121859	235
"8j3kc2897144r8"	"5/30/2020"	"Middle East"	"1080p"	261786	2360	1259	24	1683	"N"	775	204609	57177	643
"7i3iq9674386r7"	"12/13/2020"	"South Asia"	"720p"	289425	2404	1394	43	1944	"N"	1164	167516	121909	614
"3g2zw3294140l2"	"2/18/2020"	"North Africa"	"1080p"	386903	2302	1160	18	1603	"N"	1191	252074	134829	996
"5j7hq7376991k0"	"8/9/2020"	"Western Europe"	"1080p"	308658	2328	1291	17	1955	"N"	1359	200119	108539	1143
"9d8rh3216107g4"	"5/23/2020"	"Western Europe"	"1080p"	246636	2658	1222	4	1866	"N"	406	147239	99397	339
"0y7ya7701867w7"	"3/29/2020"	"Eastern Asia"	"720p"	342278	2819	1199	7	1495	"N"	396	199691	142587	212
"0w2hd7975824n3"	"1/13/2020"	"Central Asia"	"720p"	302406	2812	1280	11	1710	"N"	6355	201698	100708	3381
"0p4xf1638849s8"	"9/19/2020"	"Western Europe"	"720p"	325336	1073	559	7	1610	"Y"	718	210283	115053	376
"1j3bd7720165c5"	"11/9/2020"	"Central Europe"	"1080p"	302127	2577	1112	43	1802	"N"	1347	184757	117370	1124
"8r2wi6371621r0"	"8/20/2020"	"North America"	"1080p"	295525	2263	982	36	1823	"N"	120	180299	115226	90
"0w7td1367112c9"	"10/1/2020"	"Eastern Asia"	"1080p"	287343	2049	1080	53	1620	"N"	275	103436	183907	225
"3s2zt2519579n6"	"7/28/2020"	"North America"	"1080p"	380808	2477	962	185	1734	"N"	877	204622	176186	723
"5x1ah6755263k8"	"1/29/2020"	"South Asia"	"720p"	313536	2338	1268	83	1403	"N"	575	196656	116880	298
"1e6qh5972907a7"	"3/9/2020"	"Western Europe"	"1080p"	358535	2520	1073	47	1846	"N"	503	231957	126578	425
"5f7oe2769467i9"	"8/29/2020"	"Eastern Asia"	"1080p"	328193	2715	1286	3	2001	"N"	1163	239205	88988	969
"8d1eg8517906x6"	"10/2/2020"	"South Europe"	"720p"	354158	2401	1322	91	1607	"N"	1118	186025	168133	606
"6s4ue5482399p6"	"2/29/2020"	"Eastern Europe"	"720p"	418505	2880	1224	34	1297	"N"	568	275610	142895	304
"4m8vk6687529w3"	"9/22/2020"	"Eastern Asia"	"144p"	300134	928	489	21	751	"N"	1964	189627	110507	95
"4d4so0899673o6"	"9/3/2020"	"Middle East"	"1080p"	299106	2752	1242	33	1913	"N"	2527	159287	139819	2115
"9d3hp1511952j6"	"6/27/2020"	"Western Europe"	"720p"	275873	3231	1339	30	1580	"N"	1349	166973	108900	729
"4y8jf4253355z5"	"3/31/2020"	"Eastern Asia"	"1080p"	294061	2562	1210	6	1988	"N"	322	247341	46720	245
"3r2oh8588801l4"	"4/17/2020"	"Eastern Asia"	"1080p"	377345	2525	1182	27	2023	"N"	142	205189	172156	107
"1m2ct0013742z8"	"7/17/2020"	"Eastern Asia"	"720p"	478526	2106	1150	52	1492	"N"	1729	325357	153169	925
"4a4ak7003656d3"	"12/20/2020"	"Middle East"	"720p"	289011	2294	1137	6	1570	"N"	456	164637	124374	230
"0y5hk1429894n0"	"1/13/2020"	"Middle East"	"1080p"	319891	2381	1174	16	1894	"N"	586	178889	141002	483
"5y1fn1459833q7"	"7/13/2020"	"South Asia"	"1080p"	298464	2146	1174	21	1534	"N"	2070	172478	125986	1710
"3y1qr7318821c5"	"10/22/2020"	"North America"	"1080p"	259605	2526	1209	99	1758	"N"	193	182386	77219	188
"4q4qi7413273d8"	"11/23/2020"	"North America"	"1080p"	231538	2596	1297	488	1668	"N"	630	144242	87296	516
"3w2bw9606856n0"	"12/6/2020"	"Eastern Asia"	"720p"	230971	1114	490	4	1420	"Y"	531	147333	83638	294
"8q4mp9460661f3"	"1/8/2020"	"Eastern Asia"	"720p"	332811	2798	1354	12	1608	"N"	10486	215317	117494	5599
"8x5jr2181689r1"	"11/5/2020"	"South Europe"	"720p"	349315	664	505	34	1893	"Y"	2057	253123	96192	1081
"5a6da2821807b9"	"7/9/2020"	"North America"	"480p"	301232	1479	723	26	1287	"N"	3168	149453	151779	793
"6p9ac9491964d5"	"12/11/2020"	"Southeast Asia"	"720p"	269737	2296	1134	23	1633	"N"	637	189889	79848	353
"0e6ob4962087b0"	"12/6/2020"	"Western Europe"	"240p"	381004	1288	479	10	865	"N"	893	259539	121465	71
"1t2sj3740947h4"	"2/22/2020"	"Eastern Asia"	"1080p"	332739	2378	1190	8	1343	"N"	833	207926	124813	701
"1o8at5807404n6"	"7/16/2020"	"Oceania"	"720p"	278494	2913	1264	80	1697	"N"	1864	196827	81667	1001
"2k4rd6273913f4"	"11/11/2020"	"Western Europe"	"720p"	366597	884	440	17	1473	"Y"	404	233079	133518	214
"7g3ts8589558o0"	"7/17/2020"	"Eastern Europe"	"1080p"	339850	2156	1169	53	1848	"N"	97	214717	125133	103
"4r7or5716461d9"	"3/12/2020"	"North America"	"1080p"	343426	2071	1033	6	1769	"N"	709	204208	139218	577
"0s8fr3930107r2"	"4/13/2020"	"Eastern Asia"	"1080p"	320457	2709	1260	7	1396	"N"	208	234113	86344	177
"6h8wr8448037t8"	"4/16/2020"	"South Europe"	"720p"	320182	3087	1181	16	1785	"N"	472	216176	104006	251
"3d1uu7910190f4"	"6/4/2020"	"North America"	"1080p"	247217	2125	1251	223	1725	"N"	1587	196382	50835	1323
"1a0fs5804165u9"	"4/18/2020"	"North America"	"1080p"	380615	2276	1244	26	1772	"N"	650	267561	113054	524
"0p7wd6745616m4"	"6/2/2020"	"North America"	"720p"	282617	2815	1152	38	1627	"N"	1483	210668	71949	789
"6f1kt9877274q4"	"5/20/2020"	"North America"	"720p"	345292	911	539	36	1500	"Y"	130	224935	120357	64
"7c7xc5571168x0"	"6/13/2020"	"North Africa"	"240p"	452980	1313	526	63	1042	"N"	2378	287927	165053	197
"0b3bo8966588q9"	"11/25/2020"	"Middle East"	"1080p"	283318	2947	1330	56	1488	"N"	721	129331	153987	589
"4a9gy5490307w6"	"11/14/2020"	"Western Europe"	"1080p"	362220	1017	512	25	1735	"Y"	152	221276	140944	117
"5g7vm3051173v2"	"3/5/2020"	"North Africa"	"720p"	332199	2684	1257	9	1517	"N"	508	212682	119517	273
"2n7sv3504404o8"	"11/26/2020"	"North America"	"720p"	383881	1816	1207	3	1630	"N"	1060	218057	165824	574
"8m7nk7470532l9"	"10/17/2020"	"North America"	"1080p"	336844	2612	1023	69	1938	"N"	754	182774	154070	627
"4f7bf7749953l0"	"4/5/2020"	"Eastern Europe"	"720p"	353924	2550	1023	99	1632	"N"	629	200887	153037	320
"8c4nl8800978t3"	"12/26/2020"	"Central Europe"	"1080p"	308037	767	518	54	1680	"Y"	521	200780	107257	433
"1i2fe1449580c5"	"5/1/2020"	"North America"	"720p"	323918	2574	1103	20	1720	"N"	1941	218501	105417	1029
"0c0gi5241142r8"	"1/3/2020"	"South Europe"	"1080p"	296206	2081	1109	71	1373	"N"	3874	196571	99635	3224
"6j4ai5892495p1"	"9/27/2020"	"Western Europe"	"1080p"	411304	2779	1272	7	1761	"N"	2130	231374	179930	1766
"2p6uh7981567d9"	"2/17/2020"	"North America"	"1080p"	362408	2846	1110	96	1553	"N"	327	231213	131195	293
"9t6uh9420788q3"	"12/4/2020"	"Caribbean"	"1080p"	354882	2571	1143	18	1781	"N"	9152	214737	140145	7614
"5z6kn4851436y5"	"3/7/2020"	"North Africa"	"1080p"	351346	1947	1203	32	1860	"N"	4520	223898	127448	3760
"3a2oh3146697p9"	"2/10/2020"	"Eastern Asia"	"1080p"	416591	2830	1162	14	1740	"N"	310	282722	133869	251
"2v7yq4035060m9"	"9/14/2020"	"Western Europe"	"1080p"	360773	2388	1142	20	1856	"N"	444	217717	143056	365
"1d2ol8338948m2"	"11/25/2020"	"Eastern Europe"	"1080p"	303370	2652	1121	45	1627	"N"	2638	240050	63320	2200
"5t9is0155132x3"	"8/22/2020"	"North America"	"144p"	382808	1037	524	55	625	"N"	1267	206523	176285	57
"6e6yv9889865v6"	"6/23/2020"	"North America"	"1080p"	381029	2387	1029	33	2073	"N"	2008	234338	146691	1677
"2n1mt3848463t7"	"8/20/2020"	"Eastern Europe"	"720p"	324919	2999	1242	28	1586	"N"	1446	207608	117311	775
"6e0hq0940550r1"	"9/26/2020"	"North America"	"720p"	324152	694	509	55	1896	"Y"	12633	193868	130284	6739
"9k1uh4605467p2"	"4/15/2020"	"Western Europe"	"1080p"	258777	1341	558	59	1788	"Y"	2759	166133	92644	2299
"4v7uu5989299a8"	"1/23/2020"	"South Europe"	"1080p"	325876	2157	1110	23	1928	"N"	4424	219048	106828	3688
"7t3wq3277932s7"	"4/14/2020"	"Central Europe"	"720p"	343849	2198	1207	32	1751	"N"	812	220101	123748	443
"8k0vz6268908v7"	"2/26/2020"	"North America"	"1080p"	291108	2197	1103	20	1887	"N"	539	133428	157680	462
"4z0su2122669z4"	"11/1/2020"	"Eastern Asia"	"720p"	329114	1900	1445	44	1425	"N"	602	184056	145058	327
"3y7cw9367924k9"	"10/20/2020"	"Central Europe"	"1080p"	349183	2557	1185	20	1649	"N"	1289	292283	56900	1069
"9t3vm0347365p0"	"5/15/2020"	"Western Europe"	"1080p"	329552	2505	1026	47	1792	"N"	62	210524	119028	39
"0a0sk0451295t1"	"10/11/2020"	"Eastern Asia"	"1080p"	307151	2389	1132	33	1549	"N"	1018	199364	107787	853
"3j9ti4914047l9"	"4/13/2020"	"North America"	"480p"	317747	1744	823	26	1204	"N"	291	200114	117633	65
"6o9hw7359067q4"	"10/11/2020"	"North America"	"480p"	330026	1423	812	11	1331	"N"	762	198461	131565	200
"2a6sh9354709b4"	"11/27/2020"	"South America"	"1080p"	322996	2846	1377	21	2149	"N"	386	151754	171242	327
"5z3qm5207755k5"	"6/25/2020"	"South America"	"720p"	324932	2956	1390	9	1414	"N"	570	262034	62898	309
"4u6kk7451873e9"	"5/17/2020"	"Western Africa"	"1080p"	283830	1023	466	103	1822	"Y"	671	166627	117203	564
"8q5nw5623825a9"	"5/16/2020"	"Caribbean"	"1080p"	297483	2604	1330	19	2037	"N"	852	209343	88140	726
"5m7sr5579724g8"	"4/29/2020"	"Eastern Asia"	"1080p"	303194	2671	1319	3	1948	"N"	1416	147997	155197	1191
"4d1pn7688767b5"	"12/2/2020"	"North America"	"720p"	315763	2642	1252	14	1580	"N"	594	263111	52652	325
"3r9ws6954514t4"	"3/12/2020"	"Eastern Asia"	"720p"	308150	2706	1410	109	1631	"N"	551	238201	69949	297
"9p1xh9312460f5"	"4/14/2020"	"Eastern Europe"	"480p"	341206	1434	752	105	1522	"N"	790	212762	128444	195
"4i5jx2197172r5"	"4/28/2020"	"North America"	"1080p"	250946	2287	1208	2	1836	"N"	259	142394	108552	235
"0w6dx1262931l4"	"4/19/2020"	"South America"	"720p"	404063	2963	1159	108	1811	"N"	3287	247289	156774	1749
"4p0db1006132s0"	"12/21/2020"	"Eastern Asia"	"360p"	281210	1177	636	8	1181	"N"	1844	193326	87884	253
"1b2dp3118726u9"	"8/28/2020"	"North America"	"1080p"	327438	2497	1000	27	2067	"N"	671	191304	136134	558
"8u4gr4191072x9"	"6/12/2020"	"Eastern Asia"	"1080p"	291965	2531	1416	15	1569	"N"	373	183675	108290	281
"0p5ph8461683i9"	"8/17/2020"	"Central Europe"	"480p"	301255	1709	881	42	1395	"N"	245	193923	107332	47
"7j5sc7832203t5"	"9/6/2020"	"Caribbean"	"1080p"	347953	2671	1276	4	2110	"N"	433	231402	116551	374
"2n0wm7348562s1"	"10/28/2020"	"Eastern Europe"	"1080p"	201279	2963	1032	67	1752	"N"	1826	142004	59275	1536
"9i6rx5146671l9"	"1/6/2020"	"Western Europe"	"1080p"	333368	2087	1279	49	1696	"N"	701	209395	123973	594
"0y6ad9823536a3"	"9/16/2020"	"North America"	"720p"	341912	2911	1219	30	1529	"N"	482	259900	82012	253
"5a6wg0837467e1"	"7/16/2020"	"North America"	"144p"	370425	809	533	101	809	"N"	574	223898	146527	41
"3z3dp8756096z6"	"11/25/2020"	"Western Europe"	"1080p"	377152	2698	1289	10	1605	"N"	1126	227303	149849	933
"3d4aj0740810l7"	"11/27/2020"	"North America"	"1080p"	290171	2555	1291	32	1811	"N"	7002	203045	87126	5851
"3p0om6621128k5"	"10/8/2020"	"South Asia"	"720p"	278320	1101	606	15	1513	"Y"	415	169165	109155	217
"0j2ta1228621r2"	"12/5/2020"	"Middle East"	"720p"	366269	2229	1234	20	1546	"N"	1065	265386	100883	568
"8b9bb1729441q8"	"7/24/2020"	"North America"	"1080p"	202108	2235	1209	21	1933	"N"	117	166338	35770	110
"2m7wa6919179r2"	"9/22/2020"	"Central Europe"	"720p"	301845	2778	1061	16	1695	"N"	2486	151287	150558	1342
"5c4cl9068974y6"	"9/16/2020"	"Middle East"	"720p"	291207	2728	1289	72	1792	"N"	1823	149506	141701	956
"9y5et0139880z9"	"5/28/2020"	"Eastern Europe"	"720p"	247048	2428	1149	38	1596	"N"	630	152286	94762	337
"1e4mh0009144c0"	"5/7/2020"	"North America"	"1080p"	356906	2452	1134	31	1748	"N"	536	217507	139399	449
"2c0nc2349379l0"	"2/20/2020"	"Scandinavia"	"360p"	346030	1180	595	11	1171	"N"	307	226024	120006	54
"6g3eo6880713n2"	"7/8/2020"	"North America"	"480p"	413654	1532	781	5	1571	"N"	213	245205	168449	64
"3k0sq7704649a2"	"12/16/2020"	"Southeast Asia"	"1080p"	276568	2449	1284	45	1772	"N"	969	159885	116683	785
"0x6ug5643602z6"	"4/8/2020"	"Oceania"	"1080p"	354313	2461	1080	2	1845	"N"	1288	210783	143530	1064
"4z0yc5039020g1"	"12/8/2020"	"North America"	"1080p"	380051	2494	931	30	2034	"N"	655	259123	120928	561
"2m3ze7159615h2"	"10/29/2020"	"Eastern Asia"	"1080p"	294031	2463	1137	7	1820	"N"	376	175775	118256	322
"4h3kq5759679o9"	"5/2/2020"	"North America"	"720p"	242119	2347	1339	9	1338	"N"	1784	126990	115129	946
"6w4si2960578y7"	"8/17/2020"	"Central Europe"	"1080p"	278091	2464	982	255	1840	"N"	2259	136430	141661	1876
"0p3vq9971422o0"	"4/27/2020"	"Caribbean"	"720p"	387570	2797	1072	28	1438	"N"	1101	243901	143669	601
"0a6vu4610114r4"	"10/19/2020"	"South America"	"1080p"	320955	2716	1235	5	1778	"N"	229	212861	108094	175
"2n0xo5869153e6"	"3/6/2020"	"Scandinavia"	"1080p"	287566	2581	1123	23	1772	"N"	296	184268	103298	231
"0g4mb2624428r6"	"3/26/2020"	"Scandinavia"	"1080p"	312047	2399	1280	28	1707	"N"	662	181171	130876	547
"1i1cf1664067g7"	"4/15/2020"	"Western Europe"	"720p"	349695	2628	1203	201	1778	"N"	597	229013	120682	308
"6z5cg2525701g9"	"5/19/2020"	"North America"	"1080p"	450133	2633	1401	9	1707	"N"	809	269959	180174	686
"4r6qa4063520q7"	"4/29/2020"	"Western Europe"	"720p"	306475	2771	1180	20	1722	"N"	524	192252	114223	274
"0d0mn7173802c1"	"3/1/2020"	"North America"	"480p"	330991	1579	827	16	1628	"N"	733	166107	164884	184
"7i9nl3211937y7"	"2/4/2020"	"Scandinavia"	"144p"	274795	965	437	18	675	"N"	7055	169043	105752	354
"0w4rx2934634r8"	"12/11/2020"	"Western Europe"	"1080p"	374641	1995	1173	47	1650	"N"	248	184935	189706	205
"8f8kn4049964q5"	"1/14/2020"	"Central Europe"	"720p"	327202	1329	478	24	1479	"Y"	1620	201690	125512	870
"8v7dc3172739t9"	"2/19/2020"	"Middle East"	"360p"	255185	1026	622	72	1216	"N"	2465	133089	122096	323
"1p6bq3655356t8"	"5/4/2020"	"North America"	"720p"	365559	2312	1223	81	1559	"N"	330	203680	161879	168
"5c6sk2148220d2"	"6/3/2020"	"Eastern Europe"	"720p"	328882	2659	1241	44	1818	"N"	1321	221518	107364	699
"7x3ff4126069y0"	"9/7/2020"	"North America"	"720p"	344097	2483	1272	13	1362	"N"	505	231272	112825	292
"8e3yd8009312r2"	"6/9/2020"	"North America"	"1080p"	288716	2405	1144	5	1960	"N"	1534	164399	124317	1285
"9l3fj1631883b0"	"7/4/2020"	"North America"	"720p"	271984	2320	1220	81	1523	"N"	911	172866	99118	474
"4x5dj1331082q8"	"8/9/2020"	"Western Europe"	"1080p"	327642	1136	498	37	1674	"Y"	1638	212251	115391	1344
"1r3dz0288906r3"	"11/25/2020"	"North America"	"1080p"	298440	2138	1152	103	1946	"N"	509	171270	127170	435
"1z6mg4810487a3"	"9/23/2020"	"North America"	"720p"	325278	858	520	57	1661	"Y"	490	206287	118991	272
"9e3oo7092034z1"	"7/17/2020"	"Eastern Asia"	"720p"	278085	3108	1237	99	1623	"N"	132	146674	131411	58
"3f4in2416992w7"	"7/6/2020"	"North America"	"1080p"	316973	2393	1274	18	1835	"N"	2765	180760	136213	2307
"7e1jq6020202h0"	"3/9/2020"	"Scandinavia"	"480p"	314454	955	403	51	1655	"Y"	1341	194600	119854	339
"5g6mx3384246s9"	"6/3/2020"	"South America"	"1080p"	328491	2154	1252	38	1720	"N"	253	185347	143144	210
"0i1ve8173691l2"	"5/12/2020"	"Scandinavia"	"1080p"	372584	2358	1149	18	1812	"N"	1245	244799	127785	1037
"7p6ll7178434i3"	"12/24/2020"	"Eastern Europe"	"1080p"	314474	2499	1251	46	1855	"N"	1186	166988	147486	974
"4o9qg2320758d5"	"10/18/2020"	"Eastern Asia"	"1080p"	279951	2465	1099	60	1944	"N"	349	136018	143933	271
"3x3wt4681832y3"	"5/14/2020"	"Eastern Asia"	"720p"	319367	2824	1119	13	1568	"N"	255	172025	147342	155
"8m1cr5852279r3"	"6/17/2020"	"Scandinavia"	"1080p"	247726	2368	979	11	1847	"N"	216	138400	109326	174
"2o5xg7717612c3"	"10/19/2020"	"Caribbean"	"1080p"	369530	2478	1099	46	1785	"N"	455	246007	123523	366
"4h4ij2577889g9"	"4/11/2020"	"Middle East"	"1080p"	338035	2110	1040	34	1799	"N"	452	209087	128948	386
"4o4kc9896801w4"	"10/18/2020"	"Eastern Asia"	"1080p"	237519	1031	521	14	1675	"Y"	1041	138741	98778	865
"2o6bl8987254c3"	"4/6/2020"	"Caribbean"	"480p"	299244	1615	785	26	1377	"N"	6376	142787	156457	1598
"1g5gh3994354r1"	"11/11/2020"	"South Europe"	"1080p"	309375	2813	1273	15	1649	"N"	4388	218884	90491	3653
"5z5am1911253h6"	"5/11/2020"	"Eastern Asia"	"1080p"	250205	2207	1144	217	1931	"N"	924	169027	81178	784
"4o2jo3168533p8"	"10/14/2020"	"Eastern Asia"	"720p"	371822	3645	1293	105	1699	"N"	1106	195348	176474	579
"0f8io2927798g2"	"1/18/2020"	"Eastern Europe"	"1080p"	265535	2432	1061	273	1876	"N"	256	166467	99068	229
"1f3rd2872827x8"	"6/16/2020"	"South Europe"	"720p"	323984	2265	1291	45	1800	"N"	1888	220343	103641	1013
"1v5ea8412975b4"	"3/30/2020"	"Eastern Asia"	"720p"	302703	678	501	42	1697	"Y"	1575	188566	114137	847
"8r7gb8911183l9"	"4/4/2020"	"Central Europe"	"480p"	366633	1407	735	12	1631	"N"	889	236981	129652	227
"9w4hn0388722n3"	"9/22/2020"	"Central America"	"480p"	249004	1572	792	22	1510	"N"	261	115181	133823	64
"2y3pe6317268e8"	"6/27/2020"	"Eastern Asia"	"1080p"	410490	2640	1304	7	2195	"N"	1516	298511	111979	1278
"0w9je3406904t4"	"2/24/2020"	"Western Europe"	"720p"	321158	2657	1152	56	1565	"N"	1056	225545	95613	556
"0j4ta4496794n3"	"7/22/2020"	"North America"	"1080p"	317582	2233	1076	10	1871	"N"	1296	149921	167661	1079
"4e3oe3503817l2"	"10/24/2020"	"Southeast Asia"	"1080p"	354151	2247	1208	15	1530	"N"	90	216562	137589	89
"1y9gb1250356d8"	"4/25/2020"	"Western Europe"	"1080p"	303780	2658	1186	24	1775	"N"	1640	189264	114516	1355
"9x9df5074816m7"	"6/8/2020"	"South America"	"720p"	355153	2536	1320	11	1477	"N"	448	233536	121617	248
"3d7ul6117561e4"	"11/28/2020"	"South America"	"144p"	306341	663	518	9	978	"N"	769	153056	153285	23
"1h5tg0929682h7"	"11/23/2020"	"North America"	"1080p"	295102	2381	1245	221	2163	"N"	281	175510	119592	240
"5x9ua8054792n2"	"12/25/2020"	"North America"	"1080p"	373917	2233	1065	92	1584	"N"	1045	218127	155790	872
"5k1xt1641772y9"	"1/6/2020"	"North America"	"720p"	296084	2896	1319	29	1558	"N"	295	161388	134696	164
"6w8mg2906441n1"	"4/5/2020"	"Western Europe"	"1080p"	241859	2800	1168	20	1737	"N"	334	137634	104225	281
"3g0bi3097889k6"	"6/15/2020"	"Western Europe"	"720p"	279249	2597	1379	81	1897	"N"	4164	183854	95395	2213
"0e6wq2941357y6"	"9/26/2020"	"Caribbean"	"720p"	357697	2458	1326	194	1646	"N"	2196	243829	113868	1183
"3a9lr6179158k7"	"11/18/2020"	"Eastern Europe"	"1080p"	259354	2663	1137	13	1732	"N"	2851	139580	119774	2383
"2v1zk8697544k7"	"6/22/2020"	"Central Europe"	"1080p"	415628	2026	1100	42	1942	"N"	1477	236305	179323	1237
"3s8kq6835413b5"	"11/28/2020"	"Eastern Europe"	"360p"	307972	1273	602	18	1092	"N"	939	181507	126465	120
"3p6av5337957e3"	"7/26/2020"	"Eastern Asia"	"1080p"	293636	2629	1210	10	1990	"N"	644	235213	58423	530
"2v1fn1521552l6"	"9/6/2020"	"Eastern Asia"	"1080p"	283995	2369	1316	17	1853	"N"	1927	150562	133433	1632
"8z5ci7138288f2"	"11/19/2020"	"Central America"	"480p"	294417	1566	758	23	1285	"N"	434	187204	107213	98
"3k2yj0960301h0"	"7/28/2020"	"North America"	"1080p"	242547	553	515	39	1618	"Y"	4328	178966	63581	3631
"0z7vz2462158g5"	"11/3/2020"	"Scandinavia"	"1080p"	345122	2487	1150	40	1746	"N"	1346	228432	116690	1127
"1p0ib6356422r3"	"8/26/2020"	"South America"	"720p"	299672	2586	1131	27	1657	"N"	2273	153463	146209	1210
"7p1ty7317965x6"	"6/1/2020"	"South Europe"	"1080p"	350455	1053	454	56	1800	"Y"	1041	226972	123483	850
"6y2lv6856071t3"	"3/24/2020"	"South Europe"	"480p"	356883	1424	783	21	1263	"N"	1389	238651	118232	344
"2m2hm3258886d6"	"1/16/2020"	"North America"	"720p"	375025	2446	1345	14	1596	"N"	3447	234971	140054	1832
"5q5hb5518729r3"	"1/14/2020"	"North Africa"	"1080p"	325920	2499	1279	23	1515	"N"	56	213389	112531	39
"6x2xo7451491r8"	"5/17/2020"	"Central Asia"	"720p"	298976	2576	1150	31	1620	"N"	2530	196725	102251	1334
"7x3jx4678223g5"	"2/23/2020"	"North America"	"1080p"	336220	2612	1159	44	1852	"N"	535	219442	116778	464
"2d9ip4460240c9"	"10/22/2020"	"South Europe"	"1080p"	350927	955	478	109	1700	"Y"	220	213849	137078	175
